"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Max_Turbo_Frequency","Cache","Bus_Speed","TDP","Embedded_Options_Available","Conflict_Free","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth","ECC_Memory_Supported","Graphics_Base_Frequency","Graphics_Max_Dynamic_Frequency","Graphics_Video_Max_Memory","Graphics_Output","Max_Resolution_HDMI","Max_Resolution_DP","Max_Resolution_eDP_Integrated_Flat_Panel","DirectX_Support","PCI_Express_Revision","PCI_Express_Configurations_","Max_nb_of_PCI_Express_Lanes","T","Intel_Hyper_Threading_Technology_","Intel_Virtualization_Technology_VTx_","Intel_64_","Instruction_Set","Instruction_Set_Extensions","Idle_States","Thermal_Monitoring_Technologies","Secure_Key","Execute_Disable_Bit"
"Intel® Xeon Phi™ x200 Product Family","Server","7290","Launched",2016,14,3213,72,4,1.5,1.7,36,4,245,FALSE,TRUE,384,"DDR4-2400",6,115.2,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",36,83,TRUE,"No",TRUE,"64-bit","Intel(R) AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon Phi™ x200 Product Family","Server","7250F","Launched",2016,14,2591,68,4,1.4,1.6,34,4,230,FALSE,TRUE,384,"DDR4-2400",6,115.2,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",4,83,TRUE,"No",TRUE,"64-bit","Intel(R) AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon Phi™ x200 Product Family","Server","7250","Launched",2016,14,2436,68,4,1.4,1.6,34,4,215,FALSE,TRUE,384,"DDR4-2400",6,115.2,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",36,83,TRUE,"No",TRUE,"64-bit","Intel(R) AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon Phi™ x200 Product Family","Server","7230F","Launched",2016,14,2147,64,4,1.3,1.5,32,4,230,FALSE,TRUE,384,"DDR4-2400",6,115.2,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",4,83,TRUE,"No",TRUE,"64-bit","Intel(R) AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon Phi™ x200 Product Family","Server","7230","Launched",2016,14,1992,64,4,1.3,1.5,32,4,215,FALSE,TRUE,384,"DDR4-2400",6,115.2,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",36,83,TRUE,"No",TRUE,"64-bit","Intel(R) AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon Phi™ x200 Product Family","Server","7210F","Launched",2016,14,2036,64,4,1.3,1.5,32,4,230,FALSE,TRUE,384,"DDR4-2133",6,102,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",4,83,TRUE,"No",TRUE,"64-bit","Intel(R) AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon Phi™ x200 Product Family","Server","7210","Launched",2016,14,1881,64,4,1.3,1.5,32,4,215,FALSE,TRUE,384,"DDR4-2133",6,102,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",36,83,TRUE,"No",TRUE,"64-bit","Intel(R) AVX-512",TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9700 Series","Server","9750","Launched",2017,32,3750,4,8,2.53,3.3,32,12.8,170,FALSE,TRUE,32,NA,2,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,95,TRUE,"Yes",TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9700 Series","Server","9740","Launched",2017,32,2650,8,16,2.13,3.3,24,12.8,170,FALSE,TRUE,32,NA,2,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,95,TRUE,"Yes",TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9700 Series","Server","9720","Launched",2017,32,1350,4,8,1.73,3.3,20,12.8,130,FALSE,TRUE,32,NA,2,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,95,TRUE,"Yes",TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9500 Series","Server","9540","Launched",2012,32,2650,8,16,2.13,3.3,24,12.8,170,FALSE,TRUE,32,NA,2,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,95,TRUE,"Yes",TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9500 Series","Server","9550","Launched",2012,32,3750,4,8,2.4,3.3,32,12.8,170,FALSE,TRUE,32,NA,2,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,95,TRUE,"Yes",TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Intel® Itanium® Processor 9500 Series","Server","9560","Launched",2012,32,4650,8,16,2.53,3.3,32,12.8,170,FALSE,TRUE,32,NA,2,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,95,TRUE,"Yes",TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-2803","End of Life",2011,32,774,6,12,1.73,3.3,18,9.6,105,FALSE,TRUE,1044.48,"DDR3 800/978/1066/1333 (Max Speed 800 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,64,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-2850V2","Launched",2014,22,303,12,24,2.3,2.8,24,14.4,105,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,68,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,68,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-4809V3","Launched",2015,22,1223,8,16,2,3.3,20,12.8,115,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866,
DDR3-1066/1333",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,70,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v4 Family","Server","E7-4809V4","Launched",2016,14,1223,8,16,2.1,3.3,20,12.8,115,FALSE,TRUE,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,69,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Scalable Processors","Server","3104","Launched",2017,14,218,6,6,1.7,3.3,8.25,4,85,FALSE,TRUE,768,"DDR4-2133",6,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,48,78,FALSE,"Yes",TRUE,NA,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Celeron® Processor","Desktop","365","End of Interactive Support",2007,65,303,1,4,3.6,3.3,0.5,4.264,65,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,64.4,FALSE,"No",TRUE,"64-bit",NA,FALSE,TRUE,TRUE,TRUE
"Intel® Celeron® Processor 1000 Series","Mobile","1000M","Launched",2013,22,75,2,2,1.8,3.3,2,2,35,FALSE,TRUE,32,"DDR3/L/-RS 1333/1600",2,25.6,FALSE,650,1000,8,"eDP/DP/HDMI/SDVO/CRT",NA,NA,NA,FALSE,"2","1x16, 2x8, 1x8 2x4",1,105,FALSE,"Yes",TRUE,"64-bit","SSE4.x",TRUE,TRUE,TRUE,TRUE
"Intel® Celeron® Processor 2000 Series","Embedded","2000E","Launched",2014,22,86,2,2,2.2,3.3,2,2,37,TRUE,TRUE,32,"DDR3L 1333/1600",2,25.6,TRUE,400,900,1,"eDP/DP/HDMI/VGA",NA,NA,NA,FALSE,"3","1x16 or 2x8 or 1x8 2x4",16,100,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Pentium® Processor G Series","Desktop","G2010","End of Life",2013,22,64,2,2,2.8,3.3,3,2,55,FALSE,TRUE,32,"DDR3 1333",2,21,TRUE,650,1050,8,NA,NA,NA,NA,FALSE,"2","up to 1x16, 2x8, 1x8 & 2x4",16,83,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,FALSE,TRUE
"Intel® Pentium® Processor D Series","Server","D1507","Launched",2015,14,103,2,2,1.2,3.3,3,4,20,TRUE,TRUE,128,"DDR4, DDR3",2,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"2.0/3.0","x4 x8 x16",32,83,FALSE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Core™ Processors","Mobile","i7-2960XM","Launched",2011,32,303,4,8,2.7,3.7,8,2,55,FALSE,TRUE,32,"DDR3 1066/1333/1600",2,25.6,FALSE,650,1300,8,"eDP/DP/HDMI/SDVO/CRT",NA,NA,NA,FALSE,"2","1x16, 2x8, 1x8 2x4",1,100,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4030Y","Launched",2014,22,281,2,4,1.6,3.3,3,2,11.5,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,200,850,2,"eDP/DP/HDMI","2560x1600@60Hz","2561x1600@60Hz",NA,TRUE,"2","4x1, 2x4",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4670","End of Life",2013,22,218.5,4,4,3.4,3.8,6,2,84,FALSE,TRUE,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,FALSE,350,1200,2,"eDP/DP/HDMI/VGA","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"Up to 3.0","Up to 1x16, 2x8, 1x8+2x4",16,72.72,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4578U","Launched",2014,22,426,2,4,3,3.5,4,2,28,FALSE,TRUE,16,"DDR3L-1333, 1600;
LPDDR3-1333, 1600",2,25.6,FALSE,200,1200,2,"eDP/DP/HDMI/VGA","3200x2000@60Hz","3200x2000@60Hz",NA,TRUE,"2","4x1, 2x4",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ M Processors","Mobile","5Y10","Launched",2014,14,303,2,4,0.8,2,4,4,4.5,FALSE,TRUE,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6,FALSE,100,800,16,"eDP/DP/HDMI","2560x1600@60Hz","2560x1600@60Hz",NA,TRUE,"2","x1 (6), x2 (4), x4 (3)",12,95,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ M Processors","Mobile","5Y10a","Launched",2014,14,303,2,4,0.8,2,4,4,4.5,FALSE,TRUE,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6,FALSE,100,800,16,"eDP/DP/HDMI","2560x1600@60Hz","2560x1600@60Hz",NA,TRUE,"2","x1 (6), x2 (4), x4 (3)",12,95,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Mobile","i5-5200U","Launched",2015,14,281,2,4,2.2,2.7,3,2,15,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,300,900,16,"eDP/DP/HDMI","2560X1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Mobile","i5-5250U","Launched",2015,14,315,2,4,1.6,2.7,3,2,15,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6,FALSE,300,950,16,"eDP/DP/HDMI","2560X1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Mobile","i5-5257U","Launched",2015,14,315,2,4,2.7,3.1,3,2,28,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6,FALSE,300,1050,16,"eDP/DP/HDMI","2560X1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Mobile","i5-5287U","Launched",2015,14,315,2,4,2.9,3.3,3,2,28,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6,FALSE,300,1100,16,"eDP/DP/HDMI","2560X1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Mobile","i5-5300U","Launched",2015,14,281,2,4,2.3,2.9,3,2,15,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,300,900,16,"eDP/DP/HDMI","2560X1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Mobile","i5-5350H","Launched",2015,14,289,2,4,3.1,3.5,4,2,47,FALSE,TRUE,32,"DDR3L 1600/1866 LPDDR3 1600/1866",2,25.6,FALSE,300,1050,32,"eDP/DP/HDMI/VGA","2560x1600@60Hz","3840x2160@60Hz",NA,TRUE,"3","1x16 or 2x8 or 1x8 2x4",16,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Mobile","i5-5350U","Launched",2015,14,315,2,4,1.8,2.9,3,2,15,TRUE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6,FALSE,300,1000,16,"eDP/DP/HDMI","2560X1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Desktop","i5-5575R","Launched",2015,14,244,4,4,2.8,3.3,4,2,65,FALSE,TRUE,32,"DDR3L-1333/1600/1866 @ 1.5V",2,29.86,FALSE,300,1050,32,"eDP/DP/HDMI/DVI/VGA","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,83,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Desktop","i5-5675C","Launched",2015,14,276.5,4,4,3.1,3.6,4,2,65,FALSE,TRUE,32,"DDR3L-1333/1600 @ 1.5V",2,25.6,FALSE,300,1100,32,"eDP/DP/HDMI/DVI/VGA","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,83,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i3 Processors","Mobile","i3-5005U","Launched",2015,14,275,2,4,2,3.3,3,2,15,FALSE,TRUE,16,"DDR3L 1333/1600  LPDDR 1333 /1600",2,25.6,FALSE,300,850,16,"eDP/DP/HDMI","2560x1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE 4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i5 Processors","Desktop","i5-5675R","Launched",2015,14,265,4,4,3.1,3.6,4,2,65,FALSE,TRUE,32,"DDR3L-1333/1600/1866 @ 1.5V",2,29.86,FALSE,300,1100,32,"eDP/DP/HDMI/DVI/VGA","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,83,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i3 Processors","Mobile","i3-5010U","Launched",2015,14,281,2,4,2.1,3.3,3,2,15,TRUE,TRUE,16,"DDR3L 1333/1600  LPDDR 1333 /1600",2,25.6,FALSE,300,900,16,"eDP/DP/HDMI","2560x1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE 4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i3 Processors","Mobile","i3-5015U","Launched",2015,14,275,2,4,2.1,3.3,3,2,15,FALSE,TRUE,16,"DDR3L 1333/1600  LPDDR 1333 /1600",2,25.6,FALSE,300,850,16,"eDP/DP/HDMI","2560x1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE 4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i3 Processors","Mobile","i3-5020U","Launched",2015,14,281,2,4,2.2,3.3,3,2,15,FALSE,TRUE,16,"DDR3L 1333/1600  LPDDR 1333 /1600",2,25.6,FALSE,300,900,16,"eDP/DP/HDMI","2560x1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE 4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i3 Processors","Mobile","i3-5157U","Launched",2015,14,315,2,4,2.5,3.3,3,2,28,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6,FALSE,300,1000,16,"eDP/DP/HDMI","2560x1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ M Processors","Mobile","5Y10c","Launched",2014,14,281,2,4,0.8,2,4,4,4.5,FALSE,TRUE,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6,FALSE,300,800,16,"eDP/DP/HDMI","2560x1600@60Hz","2560x1600@60Hz",NA,TRUE,"2","x1 (6), x2 (4), x4 (3)",12,95,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ M Processors","Mobile","5Y31","Launched",2014,14,281,2,4,0.9,2.4,4,4,4.5,FALSE,TRUE,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6,FALSE,300,850,16,"eDP/DP/HDMI","2560x1600@60Hz","2560x1600@60Hz",NA,TRUE,"2","x1 (6), x2 (4), x4 (3)",12,95,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ M Processors","Mobile","5Y51","Launched",2014,14,281,2,4,1.1,2.6,4,4,4.5,FALSE,TRUE,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6,FALSE,300,900,16,"eDP/DP/HDMI","2560x1600@60Hz","2560x1600@60Hz",NA,TRUE,"2","x1 (6), x2 (4), x4 (3)",12,95,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ M Processors","Mobile","5Y70","Launched",2014,14,303,2,4,1.1,2.6,4,2,4.5,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,100,850,16,"eDP/DP/HDMI","2560x1600@60Hz","2560x1600@60Hz",NA,TRUE,"2","4x1, 2x4",12,95,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ M Processors","Mobile","5Y71","Launched",2014,14,281,2,4,1.2,2.9,4,4,4.5,FALSE,TRUE,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6,FALSE,300,900,16,"eDP/DP/HDMI","2560x1600@60Hz","2560x1600@60Hz",NA,TRUE,"2","x1 (6), x2 (4), x4 (3)",12,95,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4558U","Launched",2013,22,426,2,4,2.8,3.3,4,2,28,FALSE,TRUE,16,"DDR3L 1333/1600",2,25.6,FALSE,200,1200,2,"eDP/DP/HDMI/VGA","3200x2000@60Hz","3200x2000@60Hz",NA,TRUE,"2","4x1, 2x4",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4550U","Launched",2013,22,426,2,4,1.5,3,4,2,15,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,200,1100,2,"eDP/DP/HDMI/VGA","3200x2000@60Hz","3200x2000@60Hz",NA,TRUE,"2","4x1, 2x4",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4510U","Launched",2014,22,393,2,4,2,3.1,4,2,15,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,200,1100,2,"eDP/DP/HDMI/VGA","3200x2000@60Hz","3200x2000@60Hz",NA,TRUE,"2","4x1, 2x4",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4500U","Launched",2013,22,393,2,4,1.8,3,4,2,15,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,200,1100,2,"eDP/DP/HDMI/VGA","3200x2000@60Hz","3200x2000@60Hz",NA,TRUE,"2","4x1, 2x4",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4650U","Launched",2013,22,426,2,4,1.7,3.3,4,2,15,TRUE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,200,1100,2,"eDP/DP/HDMI/VGA","3200x2000@60Hz","3200x2000@60Hz",NA,TRUE,"2","4x1, 2x4",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4610Y","Launched",2013,22,393,2,4,1.7,2.9,4,2,11.5,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,200,850,2,"eDP/DP/HDMI/VGA","2560x1600@60Hz","2560x1600@60Hz",NA,TRUE,"2","4x1, 2x4",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4610M","Launched",2014,22,303,2,4,3,3.7,4,2,37,FALSE,TRUE,32,"DDR3L 1333/1600",2,25.6,FALSE,400,1300,2,"eDP/DP/HDMI/VGA",NA,"30Hz at 4096x2160",NA,TRUE,"3","1x16 or 2x8 or 1x8 2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4600U","Launched",2013,22,393,2,4,2.1,3.3,4,2,15,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,200,1100,2,"eDP/DP/HDMI/VGA","3200x2000@60Hz","3200x2000@60Hz",NA,TRUE,"2","4x1, 2x4",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4600M","Launched",2013,22,346,2,4,2.9,3.6,4,2,37,FALSE,TRUE,32,"DDR3L 1333/1600",2,25.6,FALSE,400,1300,2,"eDP/DP/HDMI/VGA","3840x2160@60Hz","3840x2160@60Hz",NA,TRUE,"3","1x16 or 2x8 or 1x8 2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Desktop","i7-4790T","End of Life",2014,22,303,4,8,2.7,3.9,8,2,45,FALSE,TRUE,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,FALSE,350,1200,2,"eDP/DP/HDMI/DVI/VGA","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"Up to 3.0","Up to 1x16, 2x8, 1x8+2x4",16,71.45,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"4th Generation Intel® Core™ i7 Processors","Desktop","i7-4790S","Launched",2014,22,307.5,4,8,3.2,4,8,2,65,TRUE,TRUE,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,FALSE,350,1200,2,"eDP/DP/HDMI/DVI/VGA","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"Up to 3.0","Up to 1x16, 2x8, 1x8+2x4",16,71.35,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
